"","KO.P2.1","KO.P2.2","KO.P2.3","KO.P2.4","WT.P2.1","WT.P2.2","WT.P2.3","WT.P2.4","KO.P10.1","KO.P10.2","KO.P10.3","KO.P10.4","WT.P10.1","WT.P10.2","WT.P10.3","WT.P10.4","KO.2.1","KO.2.2","KO.2.3","KO.2.4","WT.2.1","WT.2.2","WT.2.3","WT.2.4"
"Hspa1b",4.85631760053841,4.75573178418631,4.83217750994136,4.74484430602258,4.98800024922673,4.79460176127636,4.79260173178484,4.89192876980572,5.99041850132581,5.90968039180709,5.70774178677985,5.79886658256233,6.09825892088749,6.29011558774999,6.1834859409197,6.08129816811856,6.53771071999422,6.28287296731567,5.97222671098963,6.30632385919804,7.90884398560528,7.98790058201838,8.01553860508645,8.06279344562857
"Inhbb",4.05563563440336,4.39126600205058,4.63522990724613,4.56214380175871,3.98240718877843,4.02709317721264,3.94175431115161,4.16062508138661,5.27102604635195,5.34065129745644,5.15615274874371,5.36465495478469,3.54763471229549,3.67972536626172,3.63893032800248,3.79564018535406,3.42206697817615,3.42451469181073,3.35883951586595,3.35182787477601,3.31152065786402,3.54129847982264,3.34016890222881,3.46039497538781
"Kcnb1",6.17859264829181,6.11770157501442,6.199502437343,6.12817611853377,6.10500321119378,6.51503017364057,6.02761581605423,6.0080522652204,6.94382277508506,7.16060107730588,6.83724254769288,6.86092529988942,8.44040162661299,7.96396332549805,8.09572064087094,7.83390537721832,7.89233612410911,8.13955613006682,8.11661996723092,8.12878494139366,9.50838867022244,9.70153580431756,9.36874083597555,8.9223681624513
"Kpna2",7.24900087233476,7.21264398864629,6.76948580704333,7.36193477440623,6.56899593916834,6.88962999116589,6.65708050149873,6.95630551347583,6.39145517080857,6.30909492773199,5.96626197964903,6.18812130029255,6.59417585799095,6.6981242358756,6.7674743472761,6.6222803854906,6.3987824236213,6.16627888622599,6.07959206066123,6.39034269352667,7.05787080919405,7.22483906997746,7.49396570575203,7.38156988581052
"Gzmm",4.53699973844307,4.90441029363087,5.16093532376779,4.82676319237826,4.70078447998644,5.23196243891109,4.63462419925461,5.20606731260053,7.6409778034902,7.23775114456382,7.4856257704094,7.49316079554713,5.49648551516804,5.73612489356192,5.62162370219204,5.95181710814854,9.82330914458525,9.7011298232067,10.0100496250478,10.0894745139106,7.34707613993376,7.52620716510658,7.68822239892009,7.93724556397425
"Usp33",6.63405975611969,6.73682020957981,6.48084426682691,6.90224204448762,6.33279884222435,6.71502211902888,6.19977252017861,6.64617885151476,7.16888357155611,7.44727740930594,7.06287420225961,7.32367169512795,7.60461910699964,7.6176123719029,7.79253351238536,7.66826919053066,7.43603888527395,7.44837884618744,6.99659607340021,7.67972713865022,7.9795944937422,8.44099503840084,8.50193651045894,8.37133269385307
"Mef2c",3.92159924989843,4.38942731086524,4.32621804744436,4.40704483715837,4.23852173486104,4.43321538765214,4.41992212109618,4.31646708398314,4.64961136672908,4.63355588039225,4.62987739007462,4.54034936908683,4.44459343773501,4.74312185794718,4.83869498862944,4.68697922230692,4.88776305190279,4.89420792412407,4.8889779319271,4.90315088162382,7.17235121379557,7.15922263350321,7.19122331354081,6.78551225342755
"Mest",6.51783631896179,6.49115861990279,6.27424884177007,6.85718489086364,5.87807760069986,6.10770773562256,5.98743777659764,6.21549285544322,6.18594304008975,6.50974485783486,5.98975216970993,6.29671869355874,6.21377082790018,6.07359339577299,6.04235614059613,6.25477079623271,4.01549509472854,4.12022443200317,3.77162375423406,4.30791031277999,5.02669356988052,5.19526285418221,5.42216086574648,5.53773582042753
"Mpdz",6.2306474605283,6.44725595651203,6.1404453332769,6.59906864289859,6.25948317685466,6.28665296355715,6.16290175417726,6.34429585829987,5.98546299363199,5.98693599519449,5.72862675481712,6.05423072462487,6.65437287425409,6.45405284225884,6.5541905978119,6.58149021271594,5.83355619775707,5.50806673205384,5.56200688691813,5.82236090743196,6.99808481780943,7.02851107683195,7.1381882595789,7.35426308427647
"Mt1",6.50452910880173,6.59744472639406,6.87127107085884,6.58593128729892,7.17101546378928,7.08638323656653,7.25119387386484,7.19857975815467,7.50142573334161,7.27291429739018,7.4377595905064,7.39524597351287,7.61103511144745,7.33549627945642,7.52124142039934,7.45439734159397,9.6566319100942,9.31184855911804,9.4670652280089,9.96257455075611,9.19841121034136,9.03902525715818,9.0476668848144,9.18377697287789
"Map6",6.45726126334492,6.65531505370627,6.85550070494453,6.4999842834734,6.54781494264607,6.83447102777251,6.78485581028429,6.78881335704025,7.6763831488837,7.56667765835672,7.70941072696433,7.68850179878198,6.89621897637428,7.15850885755997,6.97051781802789,7.15489795516286,8.94963063816137,8.71285462851812,8.73870065132458,8.82817097808488,7.09685101692576,7.24230922809865,7.15317880374875,7.34092744339401
"Mtm1",6.95036124377184,6.5815958227851,6.59394770661675,6.72141583110872,6.6882549143914,6.74157460721144,6.51734278748816,6.82317687683604,6.07104721963074,6.21378069992629,6.00344981820615,5.96284742707208,6.93559692184061,6.4738679101132,6.74442416898844,6.85396873449441,6.54032592754314,6.06821031913167,6.29959856734407,6.58059104313586,7.5413581920522,7.46980573325461,7.44095566257302,7.85475454114007
"Myo7a",7.27254828716444,7.41532780416812,7.35331282522968,7.37222954170463,7.37106263793665,7.34856713491583,7.44018565108587,7.5015701488809,7.54292033174844,7.58757936107824,7.28030467210678,7.67119765974525,8.34079785075371,8.32870545629233,8.5006572331572,8.33770053901941,7.8640374008048,8.00126435136807,8.16323586933963,8.13972606168986,7.59176694705171,7.69385368270844,7.80552869211228,7.76623963324493
"Ndrg1",9.73175395265884,9.59525691993578,9.551506218357,9.73023025247252,9.73937536299637,9.78357675004864,9.75748759793446,9.77056553723595,9.87353436493975,9.97408291942169,9.67164720192922,9.91451339529699,10.8016328857906,10.660999181167,10.6927445726038,10.7448010102915,8.24231615468613,7.8114644145837,7.81180190683196,8.17775952765584,9.48834471523874,9.26572175341382,9.26547345605348,9.57663994634008
"Nfkb1",7.89855904853034,7.76570527372602,7.71106871955664,7.72946456371219,7.5835986841308,7.67994882994308,7.74511807348126,7.79681879725767,8.30253711963069,8.0955642684547,8.20067964613825,8.15311218135276,7.2299110561501,7.31853843053072,7.33402484036992,7.39446301139406,9.07027864269544,8.85920062980331,8.94137278750693,9.07618160065953,7.39628515144667,7.28359589119233,7.39610378123791,7.36734766776702
"Nrl",5.40224817337746,5.5413056706988,5.72665945765959,5.68273145695195,5.8623347339462,5.82239700515902,5.82442903476747,5.82437939445017,5.37779762340358,5.72426135293317,5.47495064817581,5.60288963731264,6.95116051574879,6.87158154605646,7.01430589682069,7.21740765949483,5.67035496811842,5.64036051836822,5.8950916865218,5.50128224925078,7.01558684532653,6.96046065247032,6.95067339901822,7.46744155291228
"Osmr",3.65225876480794,3.49434740835224,3.58489120238789,3.29633630296277,3.82117403494342,3.603866867186,3.70394888919265,3.60389011400037,4.11917171984915,3.85667045306079,3.74193380488831,3.92513927732751,3.81314610967444,4.12544232521255,3.95865518956116,3.91236121796287,5.56882831757801,5.15503145121871,4.90175232042331,5.62657046905678,4.19602256977285,4.23445231951475,4.04174909939951,4.47259171495893
"Pde6b",4.07218166301732,3.81425744080297,4.25519360740854,4.14751992364253,5.39387686188907,5.44352574490148,5.61648943951052,5.41684572300703,5.23511226193573,4.5254794475295,4.54881997829505,4.61109013871295,10.2259018757499,10.2019999747617,10.0222888923861,10.1666817455536,6.30669272503895,5.82433915965743,5.82710870063407,6.20190755080582,10.6813690530679,10.88228354595,10.8443444370524,10.8141397976136
"Pkia",5.55060645276665,5.71913930271262,5.24311923431392,5.43247391368432,5.45880651900985,5.4229850988929,5.00936954508239,5.4188071535062,6.01661966447783,5.6272253216124,5.45788334426236,5.74319864158089,5.92314578009784,5.40695250473572,5.23402087694736,5.52270037313134,6.04451788147984,5.51624294382142,5.12020087627602,6.03054573758854,4.53168608423936,4.52700818374891,4.47176968882858,4.70503746219721
"Pla2r1",3.33526689132231,3.38089506963381,3.60621199657668,3.33765725414498,3.45960680672578,3.62188005639874,3.34121399624187,3.43405330991597,3.87287082312106,4.10638708299775,4.30452015630358,4.10794431818694,6.05095714744945,5.68513775308935,5.87818059364887,5.85785827302363,5.57930314891862,5.46055015331097,5.38275123871458,5.66270042250174,6.90901690161223,7.0435086430533,6.94094795450978,7.28327956812616
"Pnp",8.54039023842472,8.19638930358943,8.37751315550873,8.40270020781665,7.73002277292654,7.84661016605828,7.70560484629386,7.98036094656636,9.50319232998354,9.08625053190584,9.23923984413005,9.08643369421023,7.68667887973664,7.58014162295773,7.57656839797861,7.72314237566376,9.74605280720226,9.41778786406819,9.47551218016811,9.71512836105424,7.5556435613705,7.3741779684988,7.30302141459093,7.72990997347762
"Ppp3cc",5.8755888228252,5.92764543661102,5.91480871358466,5.90659340232505,5.94003698025352,5.94778504319901,5.72885692750743,5.96680638891266,7.32154694389676,7.13363312156003,7.18880055296864,7.22609074387027,7.29494589089402,7.30078770281929,7.38120537455824,7.43403894267314,6.38023530690764,6.30785628334916,6.2869187193159,6.60742645007104,7.43113793092569,7.81282640390298,7.74305352337617,8.02573887841297
"Prkab1",7.77091392233516,7.51572536903512,7.76248855821425,7.82479174741678,7.87776757672456,8.0074297270243,7.91019625547451,7.8783359180504,8.46496505713031,8.46427549154408,8.45912992397213,8.59586309505491,9.12132103186328,9.13364914610166,9.03017522864876,9.24779803888825,7.65873396692138,7.49798046597314,7.86029815451699,7.99524822068847,8.83846895530206,8.92106231277538,8.67362129771373,8.96812173959924
"Ptpn13",6.33929157710414,6.10002583179974,6.00824994716497,6.21294089200877,5.76601513176389,5.95665947340968,5.81072104722602,5.97418325726945,6.04485471629244,6.04236463101962,6.04594703740139,5.95757022402571,5.12747636096553,5.46574768062387,5.35121316472512,5.3709671408069,6.64055909499995,6.49106363275126,6.38762738077855,6.76678087359606,5.20586878500982,5.29677873972997,5.32147529053536,5.28088516028654
"Dusp1",7.08718352379157,7.3413562610499,7.06552215270301,7.1390106852737,6.95011977677947,7.05341727828204,6.83545019865188,6.91691180795948,6.12739593610769,6.11945517223356,5.96151673559188,6.03298854989574,6.15625954305093,5.8730913892597,5.8260874196891,5.992698784069,6.31940171957933,6.31227665596711,6.44686607821855,6.69337863308993,6.8558870724808,7.58464679183689,7.51374417086946,7.17808689779728
"Pygm",4.0415676162553,4.94031787565545,5.09715385160049,5.05684901519645,5.03299589855486,4.99327431386217,5.17440335459801,5.37775209889605,6.574047450755,6.81926567027491,6.89988729004156,6.57725473758195,6.373834987045,6.31183785179803,6.35358029885136,6.37009012511613,9.47665458486638,9.44812496924569,9.18859611393436,9.63772511190445,7.03349882111253,7.36935601562669,7.12272717254332,7.38487060740729
"Hspa1a",5.558061034677,5.8433004631538,6.03956072499555,5.77407214575828,5.92417487683771,5.98111839457102,5.67808229191501,5.90074006247629,6.93639700439662,6.91609193043257,7.01301943929455,6.82913952351082,7.32426775949486,7.05068965682707,7.20330607923626,7.13265129769094,7.71974034174756,7.48045740224888,7.36827046788654,7.6639671164694,8.86870044092942,8.96804925634345,8.93046945405231,9.05885572067411
"Rcvrn",5.94855824831699,5.85486938741227,6.2112199016838,6.17554688449443,5.61422278335374,5.97501506165893,5.98363523770785,5.8441398731406,8.62933219197126,9.04845983004747,8.81786260289898,8.82896682392736,10.0842305589319,10.2751843387712,10.1449850612955,9.87773280670016,9.13296349804666,9.46250430291241,9.08538465404846,9.30019644543437,10.0968718779987,10.4738349281299,10.3302470035684,10.4532385995214
"Rom1",4.61247034351873,4.51381524584806,5.05710734375579,5.00172837752693,6.01916584990407,6.1256613068657,6.02238816015064,6.19033562154017,7.38885284778963,7.1543098738585,7.12714883747857,7.34154782386728,9.65833008774986,9.66838244542517,9.69472211462134,9.73667759687565,8.757884899624,8.58023178529409,8.43512959788341,8.86629076109159,10.2130323981518,10.3036948107325,10.5898982398725,10.3907242262337
"Pdc",6.36267176646846,5.89106808761914,6.55564813778315,6.44528976688446,8.40715802487713,8.69006995198783,8.49195763375205,8.62113253514828,9.3940092927873,9.26028396861443,9.37083888177234,9.19359213956878,11.2608793169644,11.303280560034,11.1919405517407,11.3450809660458,10.626236943686,10.5603697686747,10.5455591728654,10.8722999015873,11.6420906706261,11.6013996939143,11.5569092248367,11.5036196706176
"Rs1",5.55864951750041,5.922582861226,5.68426881568062,5.70214099357293,5.65791687521831,5.73360991275327,5.35214181966145,5.66003648832074,6.72296217924874,6.70492109943721,6.64242566170249,6.52833874113383,8.91479618866853,7.84631652829044,7.79961492831741,7.8790309503858,8.11707696232547,7.92236772294382,7.84393414425199,8.03791412175528,9.25548053318129,8.61966225144892,8.35009724789878,8.36203584713298
"Rxrg",6.38689115410041,6.45449583224782,6.36341731006295,6.43535221978833,6.29819011916848,6.39820979571026,6.48786777113847,6.51700588096688,7.42360577439635,7.40813587635319,7.42065468573395,7.42026465763607,6.02624394989711,6.07611188425816,6.01333905836524,6.09433788996892,7.63289023053661,7.39457624650315,7.63971838756542,7.6770401175451,5.96499810065529,5.92094473987221,6.00122378707955,5.93829227417793
"S100a6",5.75472752182313,5.18263098286155,5.63199244847181,5.47174078206832,5.18467293116253,5.29377071568374,5.19699877403422,5.53882361600768,5.59423902668888,5.44564712232025,5.4247166250942,5.48774821845268,5.28192800136313,5.25279093231428,5.45492039582201,5.39734528439912,7.42013730066414,6.84744548487107,6.87503787277044,6.99742336607192,5.77842107937078,5.84334376877012,5.9006938103585,6.04309505204209
"Sag",5.53311845746687,4.67986791382427,5.64745522264457,5.64150568739296,7.25727356915665,8.12680682077391,7.98368348119918,8.12812404870089,9.89732863158924,10.0889808565,9.90281177834401,9.8519815443204,11.8050938507664,12.0169966126109,12.1344797238151,11.9473560682466,11.9598924068644,12.115253074524,11.9712697692723,12.3980188495694,12.1260902357031,12.4064463916989,12.5447724694634,12.4081627673988
"Scg3",6.27167071146681,6.04890404994974,5.96087636034332,6.25794070539406,5.90122879501628,6.18035764946569,5.74499126631195,5.91020630607862,7.44184753573961,7.45842584303042,7.26624651437767,7.30543929118707,6.43847301828383,6.19572494674466,6.2557234583656,6.68224845580864,7.79238845363553,7.51577072149879,7.54054488262287,7.96601766182315,6.26606712541234,6.40946087940945,6.31539292557806,6.45078092040164
"Ccl9",4.66103967397595,4.43203494473668,4.42652687409264,4.3637371535728,4.60297292375629,4.32943583986957,4.46346943036894,4.97016286989897,5.01025960879082,4.55745568377502,4.92116475971797,4.82143748221953,4.90408886048954,5.0777226995689,4.85632566656991,4.85403886320802,6.3612757084556,6.17276874987786,6.34907670671273,6.64580819195138,4.99923465156717,5.44610492881664,5.26534839949413,5.33840346447352
"Sgk1",3.80476466905828,3.9976616565665,3.88063588617012,3.88455303680971,3.91370672476218,3.97135200467322,3.94832497946631,4.17198636988745,4.3913165556026,4.39897805677432,4.31205592349789,4.46411389312942,4.60761667529219,4.33750007490038,4.50451600103499,4.28214793791341,7.42825291687688,7.41585530412638,7.05394505563512,7.71019320275562,8.66748475488419,8.93430883665708,8.99106509571546,8.7563196416726
"St3gal3",5.6643837186601,5.74333519070554,6.0186092779974,5.69928808217441,5.97675024034256,5.82037136108935,5.87055168837523,5.35878169780285,6.98356497452029,6.15279278007294,7.00181871050222,6.20581965926865,5.93879677911606,5.62281755909967,5.94427653490857,5.45812801957293,7.2398919500366,6.55973663028715,7.03714508547694,6.46507790043451,5.81840394631381,5.82452406597557,5.91081125613768,5.56862466851825
"Clpb",6.0972542344167,6.12831687045327,6.32639659879014,6.29865090073461,6.09370620278567,6.21127061863683,6.24509743984156,6.1557906185598,7.32360185990179,7.28318593817147,7.29513998138849,7.26538393788483,6.14841142379916,5.91822963157408,6.02648735049706,6.20744144369138,7.44607770204381,7.2082460624322,7.27041159264749,7.56829469375281,6.09086551894518,6.26625992809453,6.08935143815747,6.25159871650585
"Snta1",6.85972998216529,6.95776563286406,6.95208227043235,6.75600235568489,7.14449898556262,6.82260356918529,7.01265037129226,6.96476670195891,7.38381843739841,7.21851512074299,7.31405899705514,7.26785961354532,8.96504133661941,8.64462453920875,8.78815960754153,8.68008941464779,7.38413229463533,7.27383504112805,7.3919794665571,7.2476266508528,8.78576490786738,8.59739174337422,8.44787160571641,8.53897508330214
"Sall3",6.81386276430931,6.76897111483705,6.92965034175437,6.77239849436745,6.50486786349073,6.44703530765534,6.47984081131838,6.5897768317826,8.07639545568752,8.13724965982223,8.41211890338516,7.98706922377967,6.14805735846888,6.37546289015518,6.42726347047238,6.37486590618093,7.8175817021025,7.86023805959897,7.74151448146321,7.8005446151856,6.21981415382874,6.383032867113,6.54873655740936,6.27431932124392
"Spint1",4.98685075882019,4.90310052471586,4.99580263193797,5.04033966660984,4.84109798412745,4.58602515162598,4.83059753133534,4.91953327381819,6.13906812200388,6.31867286432168,6.13274980311135,6.08810385562517,4.63083581004268,4.91682789352328,4.90813435343795,4.92948096905832,5.59096365581678,5.38658311636131,5.29543530915123,5.49408050390151,4.86616238879214,4.73098043339021,4.86335977480817,5.04494339296168
"Stat1",4.07760031020016,3.93381857373791,3.80983304038515,3.84195050752754,3.64534246577228,3.79716942505998,3.71446588969432,3.72892330044489,4.39952159335691,4.39327664547272,4.28090094094835,4.30020929205428,4.1888821192794,4.26127830879675,4.2262853347067,4.30039947952623,5.97141000467109,6.07048449562994,5.28043303783605,5.83373356727125,4.36366180632441,4.72022376544552,4.71283681349494,4.85739052891058
"Adcy2",8.50332145160717,8.34217420340821,8.42342660356665,8.42858729729676,8.11131638492959,7.97910357025704,7.74717469330884,7.95215683441173,9.45094457736712,9.3610112279426,9.39231135764923,9.39610906102048,8.54936585385436,8.37721572003516,8.31269958798863,8.43428003970845,9.45887183636006,9.07338701593895,9.49431516251329,9.42829962215029,8.51146616144437,8.28469591636884,8.25803545713601,8.38756618320681
"Wwc1",7.06151237521149,6.79689381725444,7.32338517104522,6.90693874206591,6.84462098779883,6.9836936721751,6.71617456863056,6.85571813749211,8.98892407165381,8.63326244466449,9.11095940185058,8.79811662030336,6.42986187412041,6.08115214740096,6.4769854562467,6.44822097538297,8.89144316233915,8.43694968426012,8.83991485248914,8.86421020571136,6.40520866441092,6.23851429766137,5.81401699756753,6.0205206943162
"Rho",5.8612548333605,5.96437032564103,6.09980373150467,5.97342024562604,6.33958675203488,6.18945467479995,6.54894058345852,6.06639580389364,6.24692202368646,6.11050946135216,6.0780345613258,6.12718715433093,11.2146005522385,10.7627734870299,10.8406020672882,10.708487137566,6.66721854334091,6.20529958156056,6.29637364521549,6.06769112267816,11.6443506537638,11.913072999818,11.8693556159414,11.7476012498722
"Xist",8.29287521174405,7.5708323239853,7.29318072278758,7.52135129098027,3.05077691609522,3.3306562809859,6.94275478563094,6.53989324409843,8.13770956236442,7.46231319451949,7.37838026611537,7.71536629566777,6.5131865632168,6.36576263269283,6.90065568308591,6.141798886194,3.06217779698026,3.24540830996022,7.66046204406022,7.44264759530071,6.69791830508095,3.36877759336785,3.19198554641034,5.48907385459165
"Tnfaip3",4.53898093698941,4.81513656252334,4.71556286306244,4.65677529546201,4.85152090319693,4.84428030131744,4.40698032007569,4.46733369232288,4.95531840585123,4.94564252510879,4.93627360097636,4.89292161189608,6.60898673030183,5.88073153275989,6.01714002221345,5.9274840936704,6.44901206013608,5.95085673820565,5.88031157394883,6.27476293802358,8.75366448164662,8.28935093666299,7.9335768407078,8.32361229938526
"Tnfsf9",6.34925897916778,6.43461864468538,6.54221577460582,6.4211891136691,6.34203265299067,6.4755744401441,6.27840341454006,6.39821418024787,7.65236431317522,7.17119293709713,7.55295646458021,7.40510935842203,5.8009317892518,5.94213090186398,6.01078177357966,6.08552567824492,5.90497182852768,5.97139790509688,5.99384762153062,5.9379179979,5.93729333312472,5.96316885930144,5.90817444768359,5.8684261490044
"Tph1",3.88397435204699,4.0132230952474,4.25687329881183,4.06920431694499,4.099227672574,4.12448465736054,3.86470973387617,3.94337893334964,5.29132621968405,5.08197998078062,5.27199490488632,5.04942182091683,4.40138953861828,4.5406819283541,4.6177683283513,4.50219365283519,5.62539207861491,5.41213478478777,5.20491794177736,5.32783104662358,4.20859241068697,4.13372674428393,4.12860658498532,4.11346022305573
"Trpc1",5.09905819448135,4.77316408703197,4.81386958944988,4.67974205031502,5.13896955046444,4.78916180564809,4.71365629837507,4.73202859809932,5.57071007505275,5.04135987149234,5.23588765132637,5.13491646750801,5.68422330141546,5.35191427045065,5.311169280266,5.4406081079995,6.36672090165519,5.95042365122761,6.19769962417632,6.55565692976781,7.613480288852,7.6085959306728,7.52881095086227,7.77589895298756
"Ccn4",4.65642798695957,4.22610224827539,4.24637900905689,4.11312589524611,4.2287633427511,4.16225153457686,4.33947408065962,4.51369941500607,4.58866077985704,4.60559859793644,4.39136121713998,4.6590603370829,4.62643290563737,5.02148526515758,5.16670345268732,4.82144405952994,4.56287618908714,4.20744049489836,4.37433322113944,4.49673668508078,6.45008952944051,6.22995048561369,6.08409595465919,6.63199397351579
"Zdhhc14",6.67853111034856,6.51754208410481,6.81804776653288,6.73519144734918,6.63451346407775,6.80202670883006,6.58724204168199,6.79748539401995,7.2309654343943,6.87517309793433,7.16737728211702,6.98070800080897,6.28505466348011,6.03675889969741,6.18170182299552,6.34778253347281,7.43180706312101,6.98410572260018,7.26217411772002,7.58615098858271,6.28933870754734,6.23772830909911,6.03051820324126,6.55401909740132
"Pde6a",5.25726559501676,6.12967633477113,5.69599592265222,6.18599177494939,5.87216115296186,5.6642318990498,6.1406069619633,5.89624783252865,5.79537984107699,6.34421187196636,5.98999422264102,6.27179496985332,7.35758388688101,7.24657179055395,7.50455211355284,6.80856128556744,6.88211987877202,6.75637417981362,6.69947947589765,6.82678737279568,8.54060800388942,8.17251877297706,8.40449153095582,8.35137068529898
"Otud7b",6.5094418634394,6.58964398561624,6.58567338861705,6.60421143992187,6.64239674769431,6.60533988207839,6.71600446173693,6.68279683244091,7.78278903627634,7.55044938104127,7.7564891572207,7.69040023761054,8.31555449451934,8.29844722741303,8.27246108953418,8.40914280217529,8.40587129253599,8.26470966667242,8.31622742432576,8.56722743114338,7.98589503677202,7.91294735274234,7.8081868357435,8.17191549988361
"Ece1",8.17226364959499,7.99520385357947,8.47624054417352,8.09037922768604,8.40507723486625,8.44456758216296,8.36046771462921,8.46969743509783,9.47927433731009,8.9375897143497,9.39145115025151,9.03876856231909,7.74519292138612,7.52713523824613,7.66786777630479,7.93106376649325,9.32685255013239,9.01774684995826,8.84939927256983,9.28288023043117,7.89173933986181,7.7963565303382,7.81943614499414,8.01898295485351
"Clca1",4.0373222731868,4.0695496003928,4.45533534581182,3.89696311914906,4.56801716441568,3.88145189290672,4.04649722805365,4.81187293236984,6.29978484078128,6.23351945346903,6.28178430543232,6.58656261573768,4.41200165792423,4.52388996981658,4.73185746503513,4.4075856677005,8.67089086791571,8.87482260930355,8.58430263169495,9.00290099813091,4.64277927618343,4.50660195284816,4.88177607998692,4.72670307749799
"Nt5e",5.61978265422062,5.57020102993318,5.57622953094495,5.56033721639789,5.53980057249791,5.15388188907262,5.18475361635975,5.61125905670372,6.9539310972207,6.47669622040285,6.58258165806116,6.41560583139373,8.10032307174889,7.54678048533652,7.37679047031735,7.70652911477303,6.58281768651752,5.81006234090584,6.12919313806459,6.41026011376455,7.98215094378872,7.67351302869261,7.43690962778937,7.78931957490861
"Ppp2r5c",8.38436061631051,8.35457223758665,8.3029648179766,8.32492207548681,8.35101419198982,8.49246090465277,8.44117498474578,8.55151415078818,8.66676643774903,8.61262323852915,8.53689178993337,8.71624041161881,9.29115432444976,9.12693958176842,9.1798429933812,9.12849652629488,8.33985859033683,8.108630170518,8.03239618713531,8.44023711218352,9.25956153172902,9.3839119061864,9.22479796909061,9.42349230640023
"Fkbp9",5.21212471861295,5.21793183908464,5.03428695958293,5.22232366887375,5.45038537366003,5.32811750729502,5.32216964926233,5.75009638661886,6.22252418803595,5.68156356485904,5.97148309043443,5.69718823242984,5.08840869357169,5.28004391624808,5.31374431011537,5.30738573310671,7.42864260077665,6.62540081251508,7.49916282359234,7.61554645460688,4.76322692441436,4.79765763637509,5.07294524659927,5.21183166034245
"Pla2g7",4.93315760813503,4.82563167125303,4.88385074884662,4.60633164631711,4.69699162077038,4.85831676147236,5.19643988654392,4.78761546748331,5.4361316066223,5.4371004819935,5.70440283284294,5.51793926070953,6.92977236951615,6.94149947490857,6.95886667559225,6.92408615454629,6.43572967202062,6.14823769906206,6.20841017421085,6.54939263139677,7.18028349327928,7.36321079016871,7.17466579545983,7.20763212422901
"Eif3b",9.27265615655272,9.18822326595041,9.34829029535415,9.11999206092809,9.33256598506857,9.39452436362767,9.2752567419492,9.35997510808959,9.41585680102711,9.22723396122358,9.46316930269587,9.29415068802786,8.85712679437551,8.85803036036809,8.71062875898864,8.97371427237823,9.80867133025068,9.57563465941579,9.82263347693486,9.81681557654134,8.63172202061521,8.59845761822066,8.49774236696948,8.61423546113367
"Fam3c",6.72083281837551,6.76432774574799,6.71036397004628,7.1015664000807,6.85421312487179,6.9491157202084,6.61128616380792,6.83044690608394,7.79996074058575,7.58940076078242,7.60679857130787,7.63638628633604,8.38715469288995,8.05461210229714,8.01148540547847,8.33318472022402,8.21186567293002,7.75621756949251,7.83798256478301,8.34693693732575,9.69669781126099,9.80743684503935,9.82008339008386,9.90381069631817
"Agpat3",7.4466786021974,7.54612341257372,7.69851470451329,7.59852317018047,7.62921792987214,7.75520273148032,7.74185372438723,7.62277149744769,8.07341484491764,8.22293754238423,8.18653476066471,8.14070579338338,8.32160044059723,8.26352552413508,8.27876375795275,8.28770504300968,8.10950133132707,8.0608620827215,7.87481292711241,8.14115178199693,9.2058992678203,9.40440631567374,9.14582158126737,9.18916781779698
"Clic4",8.24157346591433,8.92151989622075,8.23496432786829,8.77149573239862,8.12152085670334,8.66014862845179,7.9682340718683,8.18136771321489,6.64272033389681,7.65277025275788,6.8322165939622,6.99089015785745,6.39200597054235,6.25692945208339,6.0095562284479,6.50754645565783,7.11125960314877,7.58862345177794,6.34175272368581,7.12575898404389,5.35916900143336,6.08738902431312,5.73842795645388,5.7884281670184
"H2bc21",5.19649736060615,5.84102448221191,5.78136771022452,5.72450865967994,6.11748382469723,6.21844860636732,5.89593920272395,5.60961100657891,7.22211830175821,6.51593476670234,6.65981839061097,6.95995555044557,5.99510426847076,5.7174733079158,5.70425464635057,5.87780280846829,6.52016429546455,6.47818610713848,6.18782368196382,6.22858981535637,6.07201246734941,5.72928381100367,5.72625342924627,5.76743287686821
"Nrcam",7.29127516227418,7.48882216480342,7.22991395686048,7.3645846618788,7.20269647511586,7.31723872385987,6.85702703227295,7.1228038139757,7.96145039884976,8.10749507404761,7.82462783930054,7.85604115087014,7.33539451984654,7.22067719380987,7.13850186171365,7.17248064631784,8.32513719742082,8.33048142871543,8.12571171621987,8.33258019324312,6.91313670365321,7.1113661621325,7.13207522859856,6.86752265156332
"Ifitm10",7.14011371714699,7.35878600809858,7.55278258012093,7.41170328967404,7.33395040894535,7.38405304493204,7.25980128102715,7.40371570842316,8.90932293375485,8.94719968167517,8.97549093888092,8.92246207997812,7.5933201421493,7.75661653170995,7.63806992677206,7.74091025362386,8.13224217989869,8.00703233184913,8.21112806092355,8.08045616982209,7.5262705033439,7.5244852085815,7.54623915227377,7.40021673997461
"Taok3",5.0023951920834,5.31881672926696,5.46039360088445,5.29262428448617,5.25942843108653,5.29067481990251,5.36260399926759,4.95804813442107,5.76437124878204,5.67877213556469,5.69526411042937,5.62963105102807,6.1866332101067,6.42600449492851,6.40397198122875,6.23899365138664,5.9300628904158,5.88511968900099,5.95830182371314,5.95125883559833,6.95911626926071,6.89377229157645,6.81109556282901,7.18386130110536
